,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
228071,2416,990,1947,1948,3336,4358,2361,440,1182
241494,0,2,9,6,4,12,9,2,7
100503106,0,0,0,0,0,0,1,0,0
80744,590,651,786,372,1388,1261,902,506,403
329436,0,1,0,0,0,1,0,1,0
100040494,1,0,0,0,0,0,0,0,1
73823,6,6,5,0,1,2,0,2,1
22193,1016,1419,3319,3273,3388,2190,2781,1035,749
16401,1,0,23,23,5,5,29,11,3
228094,0,0,5,4,0,0,2,0,0
100126874,0,0,0,0,0,0,0,0,0
18012,0,0,0,0,0,0,0,0,0
70599,3487,2775,2758,2295,5791,6188,2998,1852,1961
75276,0,0,0,2,0,2,0,0,0
18573,25,8,28,30,14,33,30,12,25
320769,117,244,238,167,410,180,138,156,67
66861,1996,5939,10661,8843,13043,5057,8530,4557,1851
100503167,0,0,0,0,0,0,1,0,0
20378,0,29,3,4,35,2,6,13,2
50884,5536,7619,8517,6508,15805,11407,8108,4674,3564
68082,136,230,344,339,398,175,278,131,102
735274,0,2,1,1,2,2,0,1,2
69482,77,93,240,182,285,183,213,56,56
241514,1,0,2,0,0,2,1,0,0
241516,0,0,0,0,0,0,0,0,0
69082,3856,2908,5764,2693,5495,5907,4630,1883,2164
16410,17420,12864,25620,23564,26719,38451,27796,6650,7288
241520,13,14,252,235,6,38,264,4,9
71861,0,0,0,0,0,0,0,0,0
54598,164,84,353,241,199,286,494,72,134
21788,8,25,567,487,48,61,554,19,23
672763,4,1,5,1,3,11,3,2,5
100502854,280,225,302,346,634,524,410,207,198
12388,17445,15166,15640,16135,37352,30860,16777,9681,10779
100270744,2,2,5,2,0,2,2,0,2
72657,321,515,2428,1280,893,423,1036,286,207
66958,348,729,722,715,1615,667,417,528,251
381379,640,776,942,843,2121,1301,841,608,412
228136,5292,5536,8976,8673,17164,12501,9837,3549,3281
98985,643,539,969,1365,1357,1008,597,339,322
241525,46,286,28,18,403,91,37,255,63
387149,0,0,0,0,0,1,0,0,0
100502874,16,17,36,28,29,13,21,8,15
12258,625,924,1580,2234,813,3697,2527,284,862
56791,186,281,342,251,466,371,278,157,111
68678,0,0,0,2,2,0,1,0,0
30059,219,303,871,605,617,389,696,164,115
72401,8,105,481,594,101,33,581,54,20
269295,2,6,28,12,1,7,23,3,0
58207,2417,616,4966,5162,1398,3227,4336,219,719
19074,0,1,1,1,0,2,1,1,0
53856,0,0,0,0,3,0,0,0,0
228139,21,61,15,8,96,48,24,23,13
100862344,8,10,5,0,22,26,5,7,3
20833,4818,6348,14397,12741,14616,8260,9613,4047,3121
228140,8191,7738,8542,7538,16484,13280,9201,4475,4283
74687,4,2,3,4,11,16,3,3,5
23796,10,16,109,78,70,33,152,26,4
241528,0,2,1,2,1,2,1,1,1
257951,0,0,0,0,0,0,0,0,0
258166,0,0,0,0,0,0,0,0,0
258865,0,0,0,0,0,0,0,0,0
258427,0,0,0,0,0,0,0,0,0
258425,0,0,0,0,0,0,0,0,0
258426,0,0,0,0,0,0,0,0,0
228151,5,1,21,15,3,18,27,10,1
258429,0,0,0,0,0,0,0,0,0
258428,0,0,0,0,0,0,0,0,0
257899,0,0,0,0,0,0,0,0,0
258566,0,0,0,0,0,0,0,0,0
27216,0,0,0,0,0,0,0,0,0
258563,0,0,0,0,0,0,0,0,0
258866,0,0,0,0,0,0,0,0,0
258565,0,0,0,0,0,0,0,0,0
258255,0,0,0,0,0,0,0,0,0
258561,0,0,0,0,0,0,0,0,0
258757,0,0,0,0,0,0,0,0,0
258562,0,0,0,0,0,0,0,0,0
258564,0,0,0,0,0,0,0,0,0
257915,0,0,0,0,0,0,0,0,0
258579,0,0,0,0,0,0,0,0,0
259017,0,0,0,0,0,0,0,0,0
258573,0,0,0,0,0,0,0,0,0
258582,0,0,0,0,0,0,0,0,0
258580,0,0,0,0,0,0,0,0,0
257900,0,0,0,0,0,0,0,0,0
258577,0,0,0,0,0,0,0,0,0
257936,0,0,0,0,0,0,0,0,0
258154,0,0,0,0,0,0,0,0,0
258581,0,0,0,0,0,0,0,0,0
257916,0,0,0,0,0,0,0,0,0
258572,0,0,0,0,0,0,0,0,0
258571,3,5,38,19,2,6,52,3,1
258216,0,0,0,0,0,0,0,0,0
258245,0,0,0,0,0,0,0,0,0
259151,0,0,0,0,0,0,0,0,0
259015,0,0,0,0,0,0,0,0,0
257950,0,0,0,0,0,0,0,0,0
404323,0,0,0,0,0,0,0,0,0
257941,0,0,0,0,0,0,0,0,0
258570,0,0,0,0,0,0,0,0,0
259013,0,0,0,0,0,0,0,0,0
18352,0,0,0,0,0,0,0,0,0
259019,0,0,0,0,0,0,0,0,0
258575,0,0,0,0,0,0,0,0,0
259014,0,0,0,0,0,0,0,0,0
259016,0,0,0,0,0,0,0,0,0
259018,0,0,0,0,0,0,0,0,0
404324,0,0,0,0,0,0,0,0,0
259012,0,0,0,0,0,0,0,0,0
257974,0,0,0,0,0,0,0,0,0
259021,0,0,0,0,0,0,0,0,0
259023,0,0,0,0,0,0,0,0,0
259020,0,0,0,0,0,0,0,0,0
404325,0,0,0,0,0,0,0,0,0
258386,0,0,0,0,0,1,0,0,0
259022,0,0,0,0,0,0,0,0,0
259082,0,0,0,0,0,0,0,0,0
258403,0,0,0,0,0,0,0,0,0
257880,0,0,0,0,0,0,0,0,0
258400,0,0,0,0,0,0,0,0,0
258401,0,0,0,0,0,0,0,0,0
625853,0,0,0,0,0,0,0,0,0
258402,0,0,0,0,0,0,0,0,0
258404,0,0,0,0,0,0,0,0,0
404473,0,0,0,0,0,0,0,0,0
258235,0,0,0,0,0,0,0,0,0
258583,0,0,0,0,0,0,0,0,0
258585,0,0,0,0,0,0,0,0,0
258843,0,0,0,0,0,0,0,0,0
257933,0,0,0,0,0,0,0,0,0
258844,0,0,0,0,0,0,0,0,0
258363,0,0,0,0,0,0,0,0,0
257913,0,0,0,0,0,0,0,0,0
258362,0,0,0,0,0,0,0,0,0
258725,0,0,0,0,0,0,0,0,0
258840,0,0,0,0,0,0,0,0,0
258842,0,0,0,0,0,0,0,0,0
258764,0,0,0,0,0,0,0,0,0
258587,0,0,0,0,0,0,0,0,0
258584,0,0,0,0,0,0,0,0,0
228228,0,0,0,0,0,0,0,0,0
258763,0,0,0,0,0,0,0,0,0
258085,0,0,0,0,0,0,0,0,0
258747,0,0,0,0,0,0,0,0,0
258841,0,0,0,0,0,0,0,0,0
258762,0,0,0,0,0,0,0,0,0
258766,0,0,0,0,0,0,0,0,0
258765,0,0,0,0,0,0,0,0,0
258586,0,0,0,0,0,0,0,0,0
258655,0,0,0,0,0,0,0,0,0
404327,0,0,0,0,0,0,0,0,0
258294,0,0,0,0,0,0,0,0,0
257875,0,0,0,0,0,0,0,0,0
404328,0,0,0,0,0,0,0,0,0
259031,0,0,0,0,0,0,0,0,0
258345,0,0,0,0,0,0,0,0,0
259033,0,0,0,0,0,0,0,0,0
258347,0,0,0,0,0,0,0,0,0
259030,0,0,0,0,0,0,0,0,0
258834,0,0,0,0,0,0,0,0,0
347712,0,1,0,0,1,0,0,0,0
347711,0,4,0,0,1,0,0,1,0
110511,0,0,0,0,0,0,0,0,0
258346,0,0,0,0,0,0,0,0,0
258111,0,0,0,0,0,0,0,0,0
258835,0,0,0,0,0,0,0,0,0
258652,0,0,0,0,0,0,0,0,0
258833,0,0,0,0,0,0,0,0,0
258348,0,0,0,0,0,0,0,0,0
259032,0,0,0,0,0,0,0,0,0
258654,0,0,0,0,0,0,0,0,0
258653,0,0,0,0,0,0,0,0,0
258101,0,0,0,0,0,0,0,0,0
258632,0,0,0,0,0,0,0,0,0
258635,0,0,0,0,0,0,0,0,0
258630,0,0,0,0,0,0,0,0,0
258640,0,0,0,0,0,0,0,0,0
258290,0,0,0,0,0,0,0,0,0
258317,0,0,0,0,0,0,0,0,0
258220,0,0,0,0,0,0,0,0,0
258631,0,0,0,0,0,0,0,0,0
258103,0,0,0,0,0,0,0,0,0
258633,0,0,0,0,0,0,0,0,0
258641,0,0,0,0,0,0,0,0,0
258636,0,0,0,0,0,0,0,0,0
258814,0,0,0,0,0,0,0,0,0
258846,0,0,0,0,0,0,0,0,0
117005,0,0,0,0,0,0,0,0,0
258639,0,0,0,0,0,0,0,0,0
258643,0,0,0,0,0,0,0,0,0
258845,0,0,0,0,0,0,0,0,0
117004,0,0,0,0,0,0,0,0,0
258105,0,0,0,0,0,0,0,0,0
258638,0,0,0,0,0,0,0,0,0
258634,0,0,0,0,0,0,0,0,0
258644,0,0,0,0,0,0,0,0,0
258291,0,0,0,0,0,0,0,0,0
258524,0,0,0,0,0,0,0,0,0
258525,0,0,0,0,0,0,0,0,0
404329,0,0,0,0,0,0,0,0,0
546769,0,0,0,0,0,0,0,0,0
546770,0,0,0,0,0,0,0,0,0
258767,0,0,0,0,0,0,0,0,0
258203,0,0,0,0,0,0,0,0,0
258919,0,0,0,0,0,0,0,0,0
258920,0,0,0,0,0,0,0,0,0
258060,0,0,0,0,0,0,0,0,0
258167,0,0,0,0,0,0,0,0,0
258522,0,0,0,0,0,0,0,0,0
258820,0,0,0,0,0,0,0,0,0
258523,0,0,0,0,0,0,0,0,0
258921,0,0,0,0,0,0,0,0,0
258768,0,0,0,0,0,0,0,0,0
329460,0,0,0,0,0,0,0,0,0
258748,0,0,0,0,0,0,0,0,0
258456,0,0,0,0,0,0,0,0,0
433449,0,0,0,0,0,0,0,0,0
404330,0,0,0,0,0,0,0,0,0
258450,0,0,0,0,0,0,0,0,0
257887,0,0,0,0,0,0,0,0,0
258897,0,0,0,0,0,0,0,0,0
258454,0,0,0,0,0,0,0,0,0
258898,0,0,0,0,0,0,0,0,0
258455,0,0,0,0,0,0,0,0,0
258896,0,0,0,0,0,0,0,0,0
258774,0,0,0,0,0,0,0,0,0
258453,0,0,0,0,0,0,0,0,0
258025,0,0,0,0,0,0,0,0,0
258241,0,0,0,0,0,0,0,0,0
258900,0,0,0,0,0,0,0,0,0
258899,0,0,0,0,0,0,0,0,0
258451,0,0,0,0,0,0,0,0,0
258895,0,0,0,0,0,0,0,0,0
258903,0,0,0,0,0,0,0,0,0
258815,0,0,0,0,0,0,0,0,0
258901,0,0,0,0,0,0,0,0,0
258902,0,0,0,0,0,0,0,0,0
258904,0,0,0,0,0,0,0,0,0
258177,0,0,0,0,0,0,0,0,0
258894,0,0,0,0,0,0,0,0,0
258893,0,0,0,0,0,0,0,0,0
258969,0,0,0,0,0,0,0,0,0
258973,0,0,0,0,0,0,0,0,0
257921,0,0,0,0,0,0,0,0,0
258785,0,0,0,0,0,0,0,0,0
258446,0,0,0,0,0,0,0,0,0
258320,0,0,0,0,0,0,0,0,0
258974,0,0,0,0,0,0,0,0,0
258975,0,0,0,0,0,0,0,0,0
258786,0,0,0,0,0,0,0,0,0
258972,0,0,0,0,0,0,0,0,0
258804,0,0,0,0,0,0,0,0,0
258447,0,0,0,0,0,0,0,0,0
258970,0,0,0,0,0,0,0,0,0
258971,0,0,0,0,0,0,0,0,0
258784,0,0,0,0,0,0,0,0,0
258788,0,0,0,0,0,0,0,0,0
258968,0,0,0,0,0,0,0,0,0
258787,0,0,0,0,0,0,0,0,0
257984,0,0,0,0,0,0,0,0,0
258967,0,0,0,0,0,0,0,0,0
259145,0,0,0,0,0,0,0,0,0
404331,0,0,0,0,0,0,0,0,0
258370,0,0,0,0,0,0,0,0,0
258468,0,0,0,0,0,0,0,0,0
258979,0,0,0,0,0,0,0,0,0
258985,0,0,0,0,0,0,0,0,0
18347,0,0,0,0,0,0,0,0,0
258984,0,0,0,0,0,0,0,0,0
258980,0,0,0,0,0,0,0,0,0
258338,0,0,0,0,0,0,0,0,0
258983,0,0,0,0,0,0,0,0,0
258466,0,0,0,0,0,0,0,0,0
258976,0,0,0,0,0,0,0,0,0
258790,0,0,0,0,0,0,0,0,0
258206,0,0,0,0,0,0,0,0,0
258340,0,0,0,0,0,0,0,0,0
57272,0,0,0,0,0,0,0,0,0
258339,0,0,0,0,0,0,0,0,0
18331,0,0,0,0,0,0,0,0,0
258987,0,0,0,0,0,0,0,0,0
257665,0,0,0,0,0,0,0,0,0
406186,0,0,0,0,0,0,0,0,0
258789,0,0,0,0,0,0,0,0,0
258982,0,0,0,0,0,0,0,0,0
258977,0,0,0,0,0,0,0,0,0
100042690,0,0,0,0,0,0,0,0,0
258330,0,0,0,0,1,1,0,0,0
19271,3002,4735,1581,1663,10736,6183,1913,3080,2293
59015,1750,1855,4317,3084,4049,3005,4057,1223,1093
55935,4014,2646,7035,5122,6780,6584,9095,2477,2809
271813,19,12,127,121,36,29,153,11,18
56428,1129,1991,2833,2631,4395,2343,2437,1231,834
67445,36,61,111,113,104,33,92,42,20
68349,435,707,1098,889,1299,644,721,440,297
67136,250,366,513,452,894,576,483,262,193
66461,624,1108,939,779,2131,1235,656,696,505
13046,6337,7787,11602,10727,17694,14400,11948,5234,4083
279067,12,22,22,3,7,7,1,0,1
19400,68,18,59,65,58,86,44,17,24
19182,4415,6058,11352,8657,12708,8148,7959,3099,2648
68427,501,579,1150,1064,1124,956,1276,359,340
100862024,0,0,0,1,1,0,1,0,0
20375,2,7,7,10,15,4,6,6,4
17868,3,2,13,16,4,5,18,0,2
228355,1402,2416,1282,1110,5284,2821,986,1506,896
22259,151,252,90,111,447,237,101,126,90
11432,718,1499,1118,1262,3044,1393,846,850,517
107986,484,588,659,588,1070,848,759,480,397
606735,7,7,16,5,10,18,9,8,4
100503319,2,2,16,12,6,9,2,3,2
80708,1837,2580,1010,859,4251,3186,927,1548,1226
77038,2706,3323,3584,2596,6543,4822,3371,2107,1588
228356,243,309,1379,1229,657,447,1267,181,148
228357,1081,526,4673,3992,1307,1438,3529,355,458
619941,1,0,10,9,4,3,7,1,0
75786,2046,2805,7846,5895,5858,4234,6616,2025,1615
100217458,0,0,4,7,0,0,3,0,0
14061,6,177,9,13,227,26,17,76,12
381410,774,1269,1305,1171,2651,1561,1481,806,516
100862052,0,0,0,0,2,3,2,1,1
228359,2209,5646,8281,9608,11066,4589,7729,3159,1638
51897,1061,1774,1071,1184,3419,1691,799,1000,602
241547,385,423,217,192,742,635,175,307,318
228361,2843,4078,3872,3971,6723,3915,3157,2165,1652
12672,13,7,47,55,60,32,33,4,6
17242,46,81,4322,3891,216,231,3800,34,60
104418,14054,4727,9903,10531,13661,19592,8953,2737,7914
26427,1675,542,262,338,2367,4799,395,224,684
192285,1769,2541,3348,3169,5539,3107,3364,2149,1367
100316756,1,0,0,0,1,1,0,0,0
228366,1322,1685,9802,7565,3070,1676,6603,1313,909
18633,658,1059,836,674,1787,1066,496,559,416
75641,7,22,11,18,39,25,10,14,11
19099,804,909,2993,2584,1951,1124,2030,548,442
12953,1926,5094,1019,734,7984,2785,939,3490,1514
320507,30,77,18,8,100,61,23,78,48
228368,1443,2421,962,941,6542,3849,1078,1221,769
100043205,4,2,8,2,2,0,5,0,0
76969,1830,330,148,138,1425,2595,134,143,697
80976,5,4,53,69,19,3,70,1,2
100042784,91,62,243,335,202,181,293,24,59
277414,1636,5050,5873,4707,11408,4483,7788,2403,1366
241556,29,34,8543,5666,70,154,5199,40,26
639658,167,356,16,33,947,470,23,257,117
12521,9432,17455,1037,962,33344,16923,985,10107,5636
100038525,21,16,0,2,30,15,0,11,9
11695,9,23,36,49,2,35,28,7,9
14043,3011,3420,10526,9888,8216,5236,8550,1654,1581
329470,294,150,373,342,372,396,427,100,184
381411,6,1,2,3,2,5,2,0,2
620695,7977,964,1402,1145,5213,16764,1572,402,3025
70852,85,31,47,33,60,161,49,27,46
69113,533,616,737,625,1237,1021,621,404,378
56348,2790,3902,4895,4342,11195,7599,3759,2385,1914
723953,0,0,0,0,0,0,0,0,0
414123,0,1,0,0,0,0,0,0,0
735259,0,0,0,0,0,0,0,0,0
74569,1407,1860,2346,2541,4717,3154,2368,994,778
66457,24,33,121,121,68,36,97,21,15
11800,2922,3450,8325,7506,8786,6836,8307,2335,2051
241568,0,0,96,76,1,2,113,0,1
68170,320,422,917,557,947,619,623,290,228
19374,0,0,0,0,0,0,0,0,0
19373,0,1,2,0,0,2,1,0,0
22034,3983,2615,2299,2151,7646,6660,2732,1532,2072
72446,815,294,363,244,1049,846,428,101,296
76501,425,517,644,485,1080,630,364,312,277
241576,523,556,2745,2700,1745,1210,2215,461,468
100504371,2,0,2,5,0,0,2,0,0
100504354,0,3,0,2,0,2,1,1,0
80985,4936,4466,9804,8833,12224,9335,9688,3026,2927
14221,39,44,1921,1575,103,82,1667,42,15
210622,79,118,1018,1872,88,272,908,21,80
20511,94,17,97,89,60,80,93,5,33
12505,17905,3175,21748,14811,12025,36607,33413,2254,9035
27402,460,703,1157,976,1505,1030,1016,472,332
56369,299,342,801,741,783,610,632,203,191
13661,14581,5143,392,274,11742,14401,344,2673,6549
319854,3,0,0,0,2,3,1,0,1
13711,12202,3076,327,290,10339,18482,235,1354,7577
12359,3411,1699,3914,3905,5315,5726,3391,1126,1874
100862111,0,0,0,0,0,0,0,0,0
99382,5784,4808,3873,2874,12565,14544,3531,1196,1652
98956,1214,1205,2679,2446,2936,2511,2882,769,684
53872,11182,13809,27568,21381,31096,20393,25635,8808,7230
78031,1,0,0,1,1,3,1,1,1
16909,484,114,67,46,508,699,89,52,228
70986,50,50,28,11,33,55,54,31,40
57443,1771,2117,3045,2786,4659,3519,2805,1466,1248
100038697,0,1,1,4,1,6,4,0,1
333883,43,28,96,98,108,91,107,14,33
12509,1177,530,1427,1932,2254,1844,1522,328,660
68243,2,0,1,2,0,2,0,0,1
241589,3,2,5,3,4,8,5,0,1
15259,8554,7480,15642,12180,21633,20070,20184,5260,5313
100316678,0,0,0,0,0,0,0,0,0
668733,1,4,4,2,0,0,3,1,1
74959,0,2,2,0,6,4,5,0,0
228410,1185,1185,3336,2926,3359,2915,4596,963,1009
320554,29,103,133,192,243,72,131,87,20
241593,84,121,353,141,160,87,98,69,45
211896,2085,1057,811,557,2424,3230,843,614,1076
99003,3250,1531,5450,4844,4852,6202,6690,1206,2038
228413,1578,1072,2887,2358,3157,3458,4891,741,986
211936,79,71,65,74,117,92,79,41,36
98221,2171,2221,3572,2607,4208,3297,2639,1233,1209
329480,0,0,0,0,0,0,0,0,0
22431,0,1,2,7,2,2,6,2,3
74088,0,0,7,2,0,0,5,0,0
19672,761,1285,10020,6646,3187,1849,7934,941,578
100862167,0,0,1,0,0,0,0,0,1
402728,0,0,0,0,0,0,0,0,0
18508,6,3,13,3,5,8,10,3,3
100504545,0,1,1,0,0,0,0,0,0
77766,470,527,1004,1002,1162,897,889,293,322
66541,142,202,327,306,430,320,234,142,115
99349,142,218,370,306,441,277,255,179,130
329482,0,0,1,0,0,0,0,0,0
329483,0,0,0,0,0,0,0,0,0
77015,339,217,10,7,592,735,16,112,201
320230,2,2,0,0,0,4,0,1,1
791267,22,5,0,2,20,40,0,4,13
212772,515,522,612,571,1285,1520,739,343,337
14308,0,0,0,0,0,0,0,0,0
16492,1,0,18,4,0,1,3,0,0
76894,199,340,623,459,673,400,525,169,152
228421,89,127,650,341,182,130,312,88,81
12064,35,813,6186,3794,1137,225,2760,489,81
22343,4382,6032,9920,5813,13173,10691,10110,4533,3531
100038454,2,0,11,6,9,11,11,7,3
107515,1161,884,15308,11203,2124,2283,13224,595,747
68201,226,264,1321,1006,646,377,1008,249,196
75517,0,2,1,0,0,0,1,0,0
170442,107,69,14,30,236,164,26,90,83
67606,2,9,248,371,2,28,228,3,11
241612,0,0,0,0,0,0,0,0,0
228432,1087,248,69,50,795,1478,60,120,675
269328,15754,3544,1031,773,14199,25329,898,1905,10478
668802,0,0,0,0,0,0,0,0,0
623270,0,0,0,0,0,0,0,0,0
67575,0,0,0,0,0,0,0,0,0
257980,0,0,0,0,0,0,0,0,0
258390,0,0,0,0,0,0,0,0,0
258391,0,0,0,0,0,0,0,0,0
258389,0,0,0,0,0,0,0,0,0
258388,0,0,0,0,0,0,0,0,0
258910,0,0,0,0,0,0,0,0,0
257979,0,0,0,0,0,0,0,0,0
258909,0,0,0,0,0,0,0,0,0
228443,0,0,0,0,0,0,0,0,0
258379,0,0,0,0,0,0,0,0,0
545447,0,0,0,0,0,0,0,0,0
277562,0,0,0,0,0,0,0,0,0
257935,0,0,0,0,0,0,0,0,0
258395,0,0,0,0,0,0,0,0,0
258399,0,0,0,0,0,0,0,0,0
257662,0,0,0,0,0,0,0,0,0
258887,0,0,0,0,0,0,0,0,0
258398,0,0,0,0,0,0,0,0,0
258890,0,0,0,0,0,0,0,0,0
258888,0,0,0,0,0,0,0,0,0
258886,0,0,0,0,0,0,0,0,0
258199,0,0,0,0,0,0,0,0,0
258889,0,0,0,0,0,0,0,0,0
258891,0,0,0,0,0,0,0,0,0
258397,0,0,0,0,0,0,0,0,0
668825,0,0,0,0,0,0,0,0,0
258396,0,0,0,0,0,0,0,0,0
258023,0,0,0,0,0,0,0,0,0
257956,0,0,0,0,0,0,0,0,0
258258,0,0,0,0,0,0,0,0,0
258439,0,0,0,0,0,0,0,0,0
258441,0,0,0,0,0,0,0,0,0
258271,0,0,0,0,0,0,0,0,0
258359,0,0,0,0,0,0,0,0,0
258257,0,0,0,0,0,0,0,0,0
258442,1,0,0,0,0,0,0,0,0
258737,0,0,0,0,0,0,0,0,0
258440,0,0,0,0,0,0,0,0,0
258022,0,0,0,0,0,1,0,1,0
99010,315,2161,899,781,3646,724,542,1090,260
213765,2,6,2,2,12,4,0,1,1
66181,349,890,1630,1259,1955,905,1157,588,282
107723,1044,1671,1806,1979,3493,2081,2125,1165,718
68032,998,1530,2142,1714,3208,1992,1545,842,649
72425,1101,814,1194,822,1998,2387,1138,543,702
73024,1649,2085,3174,2961,4338,3109,2396,1298,1017
213788,0,0,0,0,0,0,1,0,0
74268,375,310,899,838,889,670,749,175,211
100504639,0,1,0,1,0,1,1,0,0
20192,13,10,168,215,26,37,295,9,15
75275,0,0,0,0,0,0,0,0,0
14260,2901,1849,1176,1133,5059,5697,1386,1180,1560
75166,11,3,2,0,11,23,2,8,8
23892,0,2,10,17,0,0,12,7,1
100862246,0,0,0,0,0,0,0,0,0
20394,3,10,4,3,11,6,2,3,3
228482,290,266,3234,1913,668,364,1768,139,140
100862258,44,52,181,112,97,50,122,23,20
14617,0,0,0,0,0,0,0,0,0
320846,0,0,0,0,0,0,0,0,0
11464,2,2,7,7,0,0,0,0,1
100303644,0,0,0,0,0,0,3,0,0
11834,1838,2005,3031,3034,5187,4034,3232,1339,1238
228491,225,223,802,543,499,536,997,161,160
66632,576,795,2332,1937,2185,1262,1948,579,413
78193,0,0,0,0,0,0,0,0,0
100043232,0,0,0,0,0,0,2,0,0
399568,235,317,556,445,650,418,383,160,175
100316703,0,0,0,0,0,0,0,0,0
17536,8,16,16,27,24,32,41,6,12
72603,0,0,2,0,0,0,0,0,0
654793,2,0,0,0,0,1,0,0,0
69974,0,0,0,0,0,0,0,0,0
67356,0,0,0,1,0,0,1,0,0
320975,6,3,73,52,4,8,80,0,8
241621,6,13,14,6,14,10,7,2,1
114715,1719,1651,10836,8780,4105,3433,12756,1274,1083
732489,0,0,0,1,1,2,10,1,0
68215,647,908,2472,1878,2073,1356,1913,576,523
19419,7,5,12,14,13,19,16,13,14
100504728,10,4,7,2,9,11,3,1,1
73938,0,0,0,0,0,0,2,0,0
21825,74381,26473,258811,267175,38387,44979,324746,12258,32160
71313,0,2,15,16,6,3,13,4,0
381413,7,7,28,29,7,10,22,2,2
73358,0,0,0,0,0,0,0,0,0
27103,1706,1501,2833,2606,3579,2931,3563,1016,1124
20813,1334,3568,2983,2800,6340,2817,2478,2102,1027
171543,354,855,126,194,1179,487,129,578,330
12236,137,260,4401,2860,542,233,2207,154,113
214230,1059,1825,1259,723,3399,2328,2308,1282,844
383787,1,7,4,4,24,8,2,5,0
18796,3,4,10,7,11,2,6,5,0
100043272,228,526,1119,1178,1091,685,932,273,137
214239,12,63,62,71,104,27,31,51,13
53906,1,0,0,0,0,1,0,0,0
214240,0,38,8,3,123,6,7,14,2
51944,278,313,2645,1561,629,310,1426,133,157
56357,616,1488,898,856,2859,1003,795,968,490
228536,1671,2146,2292,1865,4720,3442,2424,1300,959
72136,68,112,564,626,276,147,334,120,37
269336,163,312,230,273,565,234,153,199,100
271842,224,186,291,218,481,399,353,78,104
76464,74,77,1264,662,206,120,934,47,68
19361,95,136,863,820,328,163,434,46,48
67809,1086,1881,1727,1494,3374,2140,1385,1077,652
320415,12,23,28,15,27,12,18,10,6
69408,47,113,125,99,217,92,103,72,48
623781,300,295,29,28,670,457,41,90,92
72008,628,682,725,692,1353,890,445,436,423
72112,7,22,1,4,61,27,2,18,8
20732,5444,8862,1786,1696,22518,11234,2318,5610,3524
228543,8779,5864,189,163,9456,10190,157,2518,4357
100502626,6,7,6,3,10,15,5,3,10
228545,1596,1673,770,644,3337,2631,722,720,806
100043609,44,9,4,1,22,63,2,3,25
54485,169,103,168,136,208,231,163,40,74
100862328,0,0,0,0,0,0,0,0,0
69065,620,221,331,682,2616,4240,192,70,150
68142,4749,3452,6229,4622,8850,9374,7650,1979,2326
241624,229,552,109,143,947,571,142,329,163
56398,2957,5810,3475,3228,11027,6281,3213,3245,1744
100862335,8,6,3,4,10,17,7,6,9
66602,808,945,1020,843,1965,1663,1000,607,590
70645,19,33,263,241,106,36,159,24,12
108907,131,135,1837,1095,402,213,1221,93,83
69702,212,200,269,303,481,439,270,157,117
625328,80,112,292,106,159,103,113,55,31
76246,1940,2052,3953,3520,5968,4464,4377,1657,1482
228550,28,21,39,20,41,52,11,6,14
17005,429,299,15,28,799,702,24,206,285
68925,1200,1556,2183,1976,3012,1826,1511,965,830
22174,2068,1117,875,1034,2844,2786,855,472,1037
29808,5936,5513,6478,5491,11454,9561,8121,4719,4474
26390,8695,8321,8613,8008,20445,19714,13935,5106,6263
433466,313,336,383,261,576,374,200,195,161
211429,233,209,318,358,506,320,344,185,137
640524,123,57,28,34,126,298,49,31,73
98878,8989,10483,12033,9357,33209,24269,14683,6757,6870
329502,50,77,9,3,160,98,4,14,9
78390,4,0,1,5,9,14,8,4,4
271844,9,13,34,38,36,49,29,22,8
269338,1032,1962,1279,1351,3260,1256,1011,1287,748
211499,3071,4130,3961,3384,9482,5581,4211,3375,2383
76051,553,674,731,687,1384,919,796,510,448
70933,3,3,1,3,4,5,2,4,2
12335,7,8,13,11,37,25,11,10,7
20402,7689,8236,12880,12249,21856,17214,12915,5001,4689
20619,2075,1406,2232,1809,3564,3556,2176,1071,1251
66606,435,366,544,584,867,792,359,270,291
66296,871,645,1150,1053,2245,1783,1171,554,560
68968,349,279,1066,954,652,643,905,210,194
140810,924,2659,4098,2981,5132,2726,5377,1922,924
100502700,2,7,20,25,18,16,25,13,3
22222,1679,2729,4820,4227,5300,3164,6305,1950,1319
96957,375,528,292,298,1135,797,251,378,278
17151,1267,1630,1605,1683,3218,2070,1483,977,897
13828,0,0,0,0,0,0,0,0,0
74176,0,8,0,0,8,1,1,13,2
640543,0,0,0,0,0,1,2,3,0
329504,202,345,464,541,788,481,410,183,119
75894,170,237,649,646,645,441,659,234,137
99334,531,555,1074,1171,1233,844,1084,438,299
51885,527,745,1514,1448,1434,869,1370,493,334
27223,3671,5049,6750,6367,9520,5797,7140,3688,2674
17754,11,23,498,626,37,61,484,15,9
327655,1571,1706,1317,1332,3465,2344,1148,1128,1063
12716,1906,705,725,685,2684,2724,631,541,1268
140476,2,2,0,0,0,0,2,0,0
212670,83,99,104,76,183,160,87,102,57
14827,17052,21474,47368,37832,61081,45777,39458,14391,13914
269344,239,284,301,288,626,322,198,232,147
378702,398,495,836,793,1125,875,789,340,325
574418,102,54,148,192,214,242,199,69,78
67693,1320,2172,4174,2061,3626,2307,2165,1094,903
