,rownames,ENTREZID,SYMBOL,TXCHROM
100217448,16420,100217448,Scarna8,chr4
11520,16421,11520,Plin2,chr4
329877,16422,329877,Dennd4c,chr4
100504343,16423,100504343,NA,NA
20104,16424,20104,Rps6,chr4
230379,16425,230379,Acer2,chr4
76376,16426,76376,Slc24a2,chr4
70122,16427,70122,Mllt3,chr4
230393,16428,230393,Focad,chr4
735282,16429,735282,Mir491,chr4
66775,16430,66775,Hacd4,chr4
15977,16431,15977,Ifnb1,chr4
242517,16432,242517,Ifna15,chr4
404549,16433,404549,Ifna14,chr4
15972,16434,15972,Ifna9,chr4
242519,16435,242519,Ifna12,chr4
381590,16436,381590,Pramel32,chr4
230396,16437,230396,Ifna13,chr4
230398,16438,230398,Ifna16,chr4
15965,16439,15965,Ifna2,chr4
15974,16440,15974,Ifnab,chr4
242521,16441,242521,Klhl9,chr4
435791,16442,435791,Gm13271,chr4
100041062,16443,100041062,Gm13286,chr4
545645,16444,545645,Gm13283,chr4
545646,16445,545646,Gm13290,NA
545647,16446,545647,Gm13289,chr4
545648,16447,545648,Gm13272,chr4
319146,16448,319146,Ifnz,chr4
545649,16449,545649,Gm13276,chr4
545650,16450,545650,Gm13277,NA
545651,16451,545651,Gm13278,NA
545652,16452,545652,Gm13275,chr4
545653,16453,545653,Gm13279,NA
545654,16454,545654,Gm13285,chr4
545655,16455,545655,Gm13287,NA
668208,16456,668208,Gm13288,chr4
15970,16457,15970,Ifna7,chr4
15964,16458,15964,Ifna11,chr4
15969,16459,15969,Ifna6,chr4
15968,16460,15968,Ifna5,chr4
15967,16461,15967,Ifna4,chr4
15962,16462,15962,Ifna1,chr4
230405,16463,230405,Ifne,chr4
723895,16464,723895,Mir31,chr4
100040617,16465,100040617,Wincr1,chr4
66902,16466,66902,Mtap,chr4
12578,16467,12578,Cdkn2a,chr4
12579,16468,12579,Cdkn2b,chr4
242523,16469,242523,Dmrta1,chr4
236537,16470,236537,Zfp352,chr4
619842,16471,619842,Gm12633,chr4
15569,16472,15569,Elavl2,chr4
620016,16473,620016,Gm12669,chr7
69314,16474,69314,Izumo3,chr4
69136,16475,69136,Tusc1,chr4
67770,16476,67770,Caap1,chr4
100862232,16477,100862232,NA,NA
18786,16478,18786,Plaa,chr4
667250,16479,667250,Gm12657,NA
67694,16480,67694,Ift74,chr4
100061,16481,100061,Lrrc19,chr4
100124456,16482,100124456,Mir872,chr4
21687,16483,21687,Tek,chr4
67753,16484,67753,Eqtn,chr4
100039252,16485,100039252,Gm12693,NA
320713,16486,320713,Mysm1,chr4
665029,16487,665029,Gm12704,NA
16476,16488,16476,Jun,chr4
100042411,16489,100042411,Gm3831,NA
75578,16490,75578,Fggy,chr4
319247,16491,319247,9530080O11Rik,chr4
77963,16492,77963,Hook1,chr4
230459,16493,230459,Cyp2j13,chr4
242546,16494,242546,Cyp2j12,chr4
100066,16495,100066,Cyp2j11,chr4
665095,16496,665095,Cyp2j8,chr4
13110,16497,13110,Cyp2j6,chr4
74519,16498,74519,Cyp2j9,chr4
13109,16499,13109,Cyp2j5,chr4
620779,16500,620779,Gm12695,chr4
620883,16501,620883,Gm12696,NA
319865,16502,319865,E130114P18Rik,chr4
18027,16503,18027,Nfia,chr4
100502875,16504,100502875,Gm12676,NA
100502857,16505,100502857,NA,NA
78687,16506,78687,0610025J13Rik,NA
94043,16507,94043,Tm2d1,chr4
12695,16508,12695,Patj,chr4
381591,16509,381591,L1td1,chr4
242553,16510,242553,Kank4,chr4
399570,16511,399570,Kank4os,chr4
545660,16512,545660,I0C0044D17Rik,chr4
230484,16513,230484,Usp1,chr4
67299,16514,67299,Dock7,chr4
30924,16515,30924,Angptl3,chr4
100861936,16516,100861936,NA,NA
242557,16517,242557,Atg4c,chr4
100038722,16518,100038722,Gm10305,NA
15221,16519,15221,Foxd3,chr4
320438,16520,320438,Alg6,chr4
67733,16521,67733,Itgb3bp,chr4
230500,16522,230500,Efcab7,chr4
72157,16523,72157,Pgm1,chr4
26563,16524,26563,Ror1,chr4
381534,16525,381534,Ube2u,chr4
320508,16526,320508,Cachd1,chr4
242570,16527,242570,Raver2,chr4
16451,16528,16451,Jak1,chr4
77866,16529,77866,E130102H24Rik,chr4
387143,16530,387143,Mir101a,chr4
68400,16531,68400,0610043K17Rik,chr4
11639,16532,11639,Ak4,chr4
72685,16533,72685,Dnajc6,chr4
230514,16534,230514,Leprot,chr4
16847,16535,16847,Lepr,chr4
545662,16536,545662,Pramel17,chr4
242574,16537,242574,C130073F10Rik,chr4
381535,16538,381535,Pramel18,NA
332923,16539,332923,Pramel19,chr4
381536,16540,381536,Gm12789,chr4
18578,16541,18578,Pde4b,chr4
73094,16542,73094,Sgip1,chr4
100504717,16543,100504717,Gm12709,chr4
67344,16544,67344,Dynlt5,chr4
100473,16545,100473,BB031773,chr4
23919,16546,23919,Insl5,chr4
242584,16547,242584,Dnai4,chr4
71148,16548,71148,Mier1,chr4
242585,16549,242585,Slc35d1,chr4
70941,16550,70941,4921539E11Rik,chr4
71650,16551,71650,4930456L15Rik,chr4
67013,16552,67013,Oma1,chr4
622167,16553,622167,Gm12718,chr4
100862081,16554,100862081,NA,NA
100038724,16555,100038724,Gm10304,NA
13131,16556,13131,Dab1,chr4
110382,16557,110382,C8b,chr4
230558,16558,230558,C8a,chr4
242594,16559,242594,Fyb2,chr4
108079,16560,108079,Prkaa2,chr4
67916,16561,67916,Plpp3,chr4
100502629,16562,100502629,NA,NA
329908,16563,329908,Usp24,chr4
100102,16564,100102,Pcsk9,chr4
140475,16565,140475,Bsnd,chr4
74754,16566,74754,Dhcr24,chr4
242602,16567,242602,Lexm,chr4
230576,16568,230576,Ttc22,chr4
230577,16569,230577,Pars2,chr4
72354,16570,72354,Ttc4,chr4
381538,16571,381538,Mroh7,chr4
230579,16572,230579,Fam151a,chr4
329910,16573,329910,Acot11,chr4
72475,16574,72475,Ssbp3,chr4
56280,16575,56280,Mrpl37,chr4
230582,16576,230582,Cyb5rl,chr4
242603,16577,242603,Cdcp2,chr4
66526,16578,66526,Tceanc2,chr4
56374,16579,56374,Tmem59,chr4
100862108,16580,100862108,NA,NA
546840,16581,546840,Ldlrad1,chr4
77809,16582,77809,Lrrc42,chr4
72938,16583,72938,Ift25,chr4
13370,16584,13370,Dio1,chr4
230584,16585,230584,Yipf1,chr4
72787,16586,72787,Ndc1,chr4
230587,16587,230587,Glis1,chr4
56296,16588,56296,Dmrtb1,chr4
16975,16589,16975,Lrp8,chr4
619295,16590,619295,Lrp8os2,chr4
17149,16591,17149,Magoh,chr4
74098,16592,74098,Czib,chr4
12896,16593,12896,Cpt2,chr4
242607,16594,242607,Slc1a7,chr4
242608,16595,242608,Podn,chr4
20280,16596,20280,Scp2,chr4
52430,16597,52430,Echdc2,chr4
230590,16598,230590,Zyg11a,chr4
414872,16599,414872,Zyg11b,chr4
69893,16600,69893,Coa7,chr4
545667,16601,545667,Shisal2a,chr4
67305,16602,67305,Gpx7,chr4
230594,16603,230594,Tut4,chr4
100040110,16604,100040110,NA,NA
230596,16605,230596,Prpf38a,chr4
18392,16606,18392,Orc1,chr4
319965,16607,319965,Cc2d1b,chr4
230597,16608,230597,Zfyve9,chr4
73133,16609,73133,NA,NA
70533,16610,70533,Btf3l4,chr4
66073,16611,66073,Txndc12,chr4
100087,16612,100087,Kti12,chr4
69908,16613,69908,Rab3b,chr4
77173,16614,77173,8030443G20Rik,chr4
230598,16615,230598,Nrd1,chr4
791075,16616,791075,Mir761,chr4
100273,16617,100273,Osbpl9,chr4
108802,16618,108802,Calr4,chr4
13858,16619,13858,Eps15,chr4
230603,16620,230603,Ttc39a,chr4
29864,16621,29864,Rnf11,chr4
67646,16622,67646,4930522H14Rik,chr4
319743,16623,319743,9630013D21Rik,NA
12580,16624,12580,Cdkn2c,chr4
14084,16625,14084,Faf1,chr4
242620,16626,242620,Dmrta2,chr4
15572,16627,15572,Elavl4,chr4
78933,16628,78933,Agbl4,chr4
67621,16629,67621,Bend5,chr4
67946,16630,67946,Spata6,chr4
230612,16631,230612,Slc5a9,chr4
639774,16632,639774,Skint8,chr4
328505,16633,328505,Skint7,chr4
639781,16634,639781,Skint1,chr4
320640,16635,320640,Skint4,chr4
195564,16636,195564,Skint3,chr4
329918,16637,329918,Skint9,chr4
630887,16638,630887,Gm12814,NA
329919,16639,329919,Skint2,chr4
230613,16640,230613,Skint10,chr4
230622,16641,230622,Skint6,chr4
433745,16642,433745,Gm12816,NA
242627,16643,242627,Skint5,chr4
230623,16644,230623,Skint11,chr4
666048,16645,666048,Trabd2b,chr4
433746,16646,433746,Gm12830,chr4
17301,16647,17301,Foxd2,chr4
100040736,16648,100040736,Foxd2os,chr4
30923,16649,30923,Foxe3,chr4
66588,16650,66588,Cmpk1,chr4
20460,16651,20460,Stil,chr4
21349,16652,21349,Tal1,chr4
67182,16653,67182,Pdzk1ip1,chr4
81906,16654,81906,Cyp4x1,chr4
230639,16655,230639,Cyp4a29,chr4
277753,16656,277753,Cyp4a12a,chr4
13118,16657,13118,Cyp4a12b,chr4
435802,16658,435802,Cyp4a30b,chr4
13119,16659,13119,Cyp4a14,chr4
13117,16660,13117,Cyp4a10,chr4
666168,16661,666168,Cyp4a31,chr4
631037,16662,631037,Cyp4b1-ps2,chr4
100040843,16663,100040843,Cyp4a32,chr4
13120,16664,13120,Cyp4b1,chr4
230648,16665,230648,Efcab14,chr4
75173,16666,75173,Tex38,chr4
230649,16667,230649,Atpaf1,chr4
100465,16668,100465,Mob3c,chr4
17346,16669,17346,Mknk1,chr4
654462,16670,654462,Kncn,chr4
140477,16671,140477,Dmbx1,chr4
14073,16672,14073,Faah,chr4
72181,16673,72181,Nsun4,chr4
100502897,16674,100502897,NA,NA
66576,16675,66576,Uqcrh,chr4
230654,16676,230654,Lrrc41,chr4
19366,16677,19366,Rad54l,chr4
68075,16678,68075,Lurap1,chr4
68273,16679,68273,Pomgnt1,chr4
66805,16680,66805,Tspan1,chr4
67323,16681,67323,P3r3urf,chr4
433748,16682,433748,Llph-ps1,NA
18710,16683,18710,Pik3r3,chr4
17776,16684,17776,Mast2,chr4
16351,16685,16351,Ipp,chr4
230657,16686,230657,Tmem69,chr4
77110,16687,77110,Gpbp1l1,chr4
654318,16688,654318,C530005A16Rik,chr4
622665,16689,622665,Ccdc17,chr4
50927,16690,50927,Nasp,chr4
58810,16691,58810,Akr1a1,chr4
100502959,16692,100502959,AV051173,NA
18477,16693,18477,Prdx1,chr4
67096,16694,67096,Mmachc,chr4
68394,16695,68394,Ccdc163,chr4
230661,16696,230661,Tesk2,chr4
68276,16697,68276,Toe1,chr4
70603,16698,70603,Mutyh,chr4
242642,16699,242642,Hpdl,chr4
100502973,16700,100502973,Gm12996,NA
74464,16701,74464,Zswim5,chr4
22275,16702,22275,Urod,chr4
76608,16703,76608,Hectd3,chr4
108067,16704,108067,Eif2b3,chr4
19207,16705,19207,Ptch2,chr4
78611,16706,78611,Btbd19,chr4
242646,16707,242646,Dynlt4,chr4
12795,16708,12795,Plk3,chr4
20116,16709,20116,Rps8,chr4
100217424,16710,100217424,Snord38a,chr4
100216533,16711,100216533,Snord55,chr4
73804,16712,73804,Kif2c,chr4
381544,16713,381544,Armh1,chr4
100862255,16714,100862255,NA,NA
68777,16715,68777,Tmem53,chr4
66743,16716,66743,Rnf220,chr4
100503023,16717,100503023,NA,NA
140546,16718,140546,Eri3,chr4
66233,16719,66233,Dmap1,chr4
75753,16720,75753,Klf17,chr4
14664,16721,14664,Slc6a9,chr4
381546,16722,381546,Ccdc24,chr4
53418,16723,53418,B4galt2,chr4
114143,16724,114143,Atp6v0b,chr4
67728,16725,67728,Dph2,chr4
230673,16726,230673,Ipo13,chr4
11876,16727,11876,Artn,chr4
20441,16728,20441,St3gal3,chr4
230674,16729,230674,Kdm4a,chr4
19268,16730,19268,Ptprf,chr4
68180,16731,68180,Hyi,chr4
230676,16732,230676,Szt2,chr4
80509,16733,80509,Med8,chr4
54325,16734,54325,Elovl1,chr4
107995,16735,107995,Cdc20,chr4
17480,16736,17480,Mpl,chr4
21846,16737,21846,Tie1,chr4
66451,16738,66451,2610528J11Rik,chr4
230678,16739,230678,Tmem125,chr4
68625,16740,68625,Cfap57,chr4
69072,16741,69072,Ebna1bp2,chr4
100041290,16742,100041290,D4Ertd617e,NA
18363,16743,18363,Or13p10,chr4
258708,16744,258708,Or13p4,chr4
258852,16745,258852,Or13p3,chr4
258301,16746,258301,Or13p8,chr4
258851,16747,258851,Or13p5,chr4
258259,16748,258259,Or10ak14,chr4
258306,16749,258306,Or10ak13,chr4
435804,16750,435804,Or10ak12,chr4
258265,16751,258265,Or10ak11,chr4
258159,16752,258159,Or10ak9,chr4
258331,16753,258331,Or10ak16,chr4
258214,16754,258214,Or10ak8,chr4
258394,16755,258394,Or10ak7,chr4
100038571,16756,100038571,Gm12863,chr4
100470,16757,100470,Lao1,chr4
20525,16758,20525,Slc2a1,chr4
100316707,16759,100316707,NA,NA
100503370,16760,100503370,Gm19660,NA
195522,16761,195522,Zfp691,chr4
27028,16762,27028,Ermap,chr4
69216,16763,69216,Svbp,chr4
75180,16764,75180,Tmem269,chr4
230696,16765,230696,AU022252,chr4
56401,16766,56401,P3h1,chr4
242653,16767,242653,Cldn19,chr4
22608,16768,22608,Ybx1,chr4
66101,16769,66101,Ppih,chr4
73332,16770,73332,Ccdc30,chr4
100862319,16771,100862319,NA,NA
106564,16772,106564,Ppcs,chr4
332934,16773,332934,Zmynd12,chr4
194237,16774,194237,Rimkla,chr4
433752,16775,433752,Frg2f1,chr4
230700,16776,230700,Foxj3,chr4
14915,16777,14915,Guca2a,chr4
14916,16778,14916,Guca2b,chr4
16656,16779,16656,Hivep3,chr4
13615,16780,13615,Edn2,chr4
329934,16781,329934,Foxo6,chr4
29871,16782,29871,Scmh1,chr4
194219,16783,194219,Slfnl1,chr4
51797,16784,51797,Ctps,chr4
667063,16785,667063,Gm8439,chr4
56222,16786,56222,Cited4,chr4
60613,16787,60613,Kcnq4,chr4
18046,16788,18046,Nfyc,chr4
387227,16789,387227,Mir30c-1,chr4
723836,16790,723836,Mir30e,chr4
242662,16791,242662,Rims3,chr4
73172,16792,73172,Exo5,chr4
381549,16793,381549,Zfp69,chr4
69780,16794,69780,Smap2,chr4
12840,16795,12840,Col9a2,chr4
230709,16796,230709,Zmpste24,chr4
69469,16797,69469,Tmco2,chr4
109263,16798,109263,Rlf,chr4
545677,16799,545677,Gm12888,chr4
666914,16800,666914,Gm8359,NA
666921,16801,666921,Gm12886,chr4
100504652,16802,100504652,Gm12880,NA
666927,16803,666927,Gm12887,chr4
100862019,16804,100862019,Gm21404,NA
666931,16805,666931,Gm10573,NA
77432,16806,77432,9530002B09Rik,chr4
19063,16807,19063,Ppt1,chr4
12331,16808,12331,Cap1,chr4
100504506,16809,100504506,NA,NA
76574,16810,76574,Mfsd2a,chr4
16918,16811,16918,Mycl,chr4
66966,16812,66966,Trit1,chr4
12164,16813,12164,Bmp8b,chr4
353371,16814,353371,Oxct2b,chr4
56031,16815,56031,Ppie,chr4
170638,16816,170638,Hpcal4,chr4
230718,16817,230718,Nt5c1a,chr4
56198,16818,56198,Heyl,chr4
622334,16819,622334,Gm12900,NA
230721,16820,230721,Pabpc4,chr4
12163,16821,12163,Bmp8a,chr4
64059,16822,64059,Oxct2a,chr4
11426,16823,11426,Macf1,chr4
442834,16824,442834,NA,NA
595136,16825,595136,Ndufs5,chr4
68050,16826,68050,Akirin1,chr4
230726,16827,230726,Rhbdl2,chr4
100038647,16828,100038647,Gm10572,NA
56309,16829,56309,Mycbp,chr4
54170,16830,54170,Rragc,chr4
78460,16831,78460,1700057H15Rik,chr4
108809,16832,108809,4933407E24Rik,chr4
18991,16833,18991,Pou3f1,chr4
67205,16834,67205,Utp11,chr4
14201,16835,14201,Fhl3,chr4
75062,16836,75062,Sf3a3,chr4
735277,16837,735277,Mir697,chr4
16330,16838,16330,Inpp5b,chr4
735263,16839,735263,Mir698,chr4
17764,16840,17764,Mtf1,chr4
68920,16841,68920,1110065P20Rik,chr4
230734,16842,230734,Yrdc,chr4
215090,16843,215090,Maneal,chr4
230735,16844,230735,Epha10,chr4
73628,16845,73628,1700125G02Rik,chr4
52276,16846,52276,Cdca8,chr4
194268,16847,194268,9930104L06Rik,chr4
192199,16848,192199,Rspo1,chr4
230737,16849,230737,Gnl2,chr4
75563,16850,75563,Dnali1,chr4
76793,16851,76793,Snip1,chr4
70088,16852,70088,Meaf6,chr4
230738,16853,230738,Zc3h12a,chr4
14807,16854,14807,Grik3,chr4
72395,16855,72395,2610028E06Rik,chr4
12986,16856,12986,Csf3r,chr4
66407,16857,66407,Mrps15,chr4
230751,16858,230751,Oscp1,chr4
116748,16859,116748,Lsm10,chr4
74178,16860,74178,Stk40,chr4
230752,16861,230752,Eva1b,chr4
66938,16862,66938,Sh3d21,chr4
230753,16863,230753,Thrap3,chr4
245877,16864,245877,Map7d1,chr4
27096,16865,27096,Trappc3,chr4
329941,16866,329941,Col8a2,chr4
100206,16867,100206,Adprs,chr4
100048926,16868,100048926,Gm12945,NA
24084,16869,24084,Tekt2,chr4
214150,16870,214150,Ago3,chr4
236511,16871,236511,Ago1,chr4
76850,16872,76850,Ago4,chr4
269582,16873,269582,Clspn,chr4
230757,16874,230757,5730409E04Rik,chr4
26445,16875,26445,Psmb2,chr4
332937,16876,332937,Tfap2e,chr4
26562,16877,26562,Ncdn,chr4
100317,16878,100317,AU040320,chr4
67785,16879,67785,Zmym4,chr4
71514,16880,71514,Sfpq,chr4
68310,16881,68310,Zmym1,chr4
100177,16882,100177,Zmym6,chr4
100039968,16883,100039968,Tmem35b,chr4
242667,16884,242667,Dlgap3,chr4
80284,16885,80284,Smim12,chr4
14612,16886,14612,Gja4,chr4
14620,16887,14620,Gjb3,chr4
14621,16888,14621,Gjb4,chr4
14622,16889,14622,Gjb5,chr4
667296,16890,667296,Gm12947,NA
635169,16891,635169,CK137956,chr4
329942,16892,329942,Csmd2,chr4
74989,16893,74989,Csmd2os,chr4
69317,16894,69317,Hmgb4,chr4
269585,16895,269585,Zscan20,chr4
384059,16896,384059,Tlr12,chr4
54383,16897,54383,Phc2,chr4
215493,16898,215493,A3galt2,chr4
230761,16899,230761,Zfp362,chr4
67525,16900,67525,Trim62,chr4
242669,16901,242669,Azin2,chr4
11637,16902,11637,Ak2,chr4
67349,16903,67349,1700086P04Rik,NA
75234,16904,75234,Rnf19b,chr4
66260,16905,66260,Tmem54,chr4
15444,16906,15444,Hpca,chr4
384061,16907,384061,Fndc5,chr4
74648,16908,74648,S100pbp,chr4
107271,16909,107271,Yars,chr4
97130,16910,97130,C77080,chr4
68828,16911,68828,Sync,chr4
19646,16912,19646,Rbbp4,chr4
67106,16913,67106,Zbtb8os,chr4
73680,16914,73680,Zbtb8a,chr4
215627,16915,215627,Zbtb8b,chr4
100383,16916,100383,Bsdc1,chr4
58864,16917,58864,Tssk3,chr4
68233,16918,68233,Fam229a,chr4
17357,16919,17357,Marcksl1,chr4
433759,16920,433759,Hdac1,chr4
16818,16921,16818,Lck,chr4
230766,16922,230766,Fam167b,chr4
54709,16923,54709,Eif3i,chr4
76799,16924,76799,Tmem234,chr4
100504491,16925,100504491,Dcdc2b,chr4
230767,16926,230767,Iqcc,chr4
66264,16927,66264,Ccdc28b,chr4
109658,16928,109658,Txlna,chr4
100861795,16929,100861795,NA,NA
100861783,16930,100861783,NA,NA
16650,16931,16650,Kpna6,chr4
230770,16932,230770,Tmem39b,chr4
20218,16933,20218,Khdrbs1,chr4
19244,16934,19244,Ptp4a2,chr4
319894,16935,319894,E330017L17Rik,chr4
622480,16936,622480,Spocd1,NA
72225,16937,72225,1700003M07Rik,chr4
230775,16938,230775,Adgrb2,chr4
107581,16939,107581,Col16a1,chr4
67898,16940,67898,Pef1,chr4
230777,16941,230777,Hcrtr1,chr4
94242,16942,94242,Tinagl1,chr4
332942,16943,332942,Ldc1,chr4
230779,16944,230779,Serinc2,chr4
14077,16945,14077,Fabp3,chr4
619605,16946,619605,Zcchc17,chr4
66585,16947,66585,Snrnp40,chr4
67149,16948,67149,Nkain1,chr4
80912,16949,80912,Pum1,chr4
100217460,16950,100217460,Snord85,chr4
20970,16951,20970,Sdc3,chr4
16792,16952,16792,Laptm5,chr4
17180,16953,17180,Matn1,chr4
19273,16954,19273,Ptpru,chr4
26922,16955,26922,Mecr,chr4
57317,16956,57317,Srsf4,chr4
545681,16957,545681,Gm12992,chr4
623230,16958,623230,Tmem200b,chr4
269587,16959,269587,Epb41,chr4
18386,16960,18386,Oprd1,chr4
664894,16961,664894,Gm13215,NA
213541,16962,213541,Ythdf2,chr4
664903,16963,664903,Rps15a-ps4,chr4
56809,16964,56809,Gmeb1,chr4
353373,16965,353373,Rnu11,chr4
66464,16966,66464,Taf12,chr4
242681,16967,242681,Rab42,chr4
100039864,16968,100039864,Snhg12,chr4
100310813,16969,100310813,Snora16a,chr4
100217418,16970,100217418,Snora44,chr4
100217440,16971,100217440,Snora61,chr4
100217437,16972,100217437,Snord99,chr4
71787,16973,71787,Trnau1ap,chr4
100862259,16974,100862259,NA,NA
100088,16975,100088,Rcc1,chr4
399101,16976,399101,Snhg3,chr4
100306945,16977,100306945,Snora73b,NA
100306944,16978,100306944,Snora73a,NA
100169,16979,100169,Phactr4,chr4
67219,16980,67219,Med18,chr4
230784,16981,230784,Sesn2,chr4
11983,16982,11983,Atpif1,chr4
68598,16983,68598,Dnajc8,chr4
19204,16984,19204,Ptafr,chr4
14050,16985,14050,Eya3,chr4
381560,16986,381560,Xkr8,chr4
100340,16987,100340,Smpdl3b,chr4
19891,16988,19891,Rpa2,chr4
230787,16989,230787,Themis2,chr4
100336,16990,100336,Ppp1r8,chr4
100226,16991,100226,Stx12,chr4
230789,16992,230789,Fam76a,chr4
14191,16993,14191,Fgr,chr4
230793,16994,230793,Ahdc1,chr4
242687,16995,242687,Wasf2,chr4
14748,16996,14748,Gpr3,chr4
69655,16997,69655,Cd164l2,chr4
53608,16998,53608,Map3k6,chr4
269589,16999,269589,Sytl1,chr4
52174,17000,52174,Tmem222,chr4
230796,17001,230796,Wdtc1,chr4
20544,17002,20544,Slc9a1,chr4
100628620,17003,100628620,Mir5122,chr4
100342,17004,100342,Tent5b,chr4
69539,17005,69539,Trnp1,chr4
69073,17006,69073,Kdf1,chr4
18221,17007,18221,Nudc,chr4
23957,17008,23957,Nr0b2,chr4
242691,17009,242691,Gpatch3,chr4
100210,17010,100210,Gpn2,chr4
55948,17011,55948,Sfn,chr4
503610,17012,503610,Zdhhc18,chr4
545683,17013,545683,Gm13213,NA
230801,17014,230801,Pigv,chr4
93760,17015,93760,Arid1a,chr4
20111,17016,20111,Rps6ka1,chr4
15331,17017,15331,Hmgn2,chr4
67422,17018,67422,Dhdds,chr4
83557,17019,83557,Lin28a,chr4
230806,17020,230806,Crybg2,chr4
23833,17021,23833,Cd52,chr4
67586,17022,67586,Ubxn11,chr4
73723,17023,73723,Sh3bgrl3,chr4
70012,17024,70012,Cep85,chr4
665186,17025,665186,Zpld2,chr4
329954,17026,329954,Catsper4,chr4
194231,17027,194231,Cnksr1,chr4
68040,17028,68040,Zfp593,chr4
77490,17029,77490,E130218I03Rik,chr4
72690,17030,72690,Fam110d,chr4
230809,17031,230809,Pdik1l,chr4
433766,17032,433766,Trim63,chr4
230810,17033,230810,Slc30a2,chr4
56219,17034,56219,Extl1,chr4
100163,17035,100163,Pafah2,chr4
69409,17036,69409,1700021N21Rik,chr4
16765,17037,16765,Stmn1,chr4
71904,17038,71904,Paqr7,chr4
69885,17039,69885,Aunip,chr4
76824,17040,76824,Mtfr1l,chr4
74777,17041,74777,Selenon,chr4
230815,17042,230815,Man1c1,chr4
100017,17043,100017,Ldlrap1,chr4
66146,17044,66146,Maco1,chr4
19746,17045,19746,Rhd,chr4
71817,17046,71817,Tmem50a,chr4
27981,17047,27981,Rsrp1,chr4
68592,17048,68592,Syf2,chr4
100862090,17049,100862090,NA,NA
12399,17050,12399,Runx3,chr4
29876,17051,29876,Clic4,chr4
51796,17052,51796,Srrm1,chr4
230822,17053,230822,Ncmap,chr4
100503475,17054,100503475,NA,NA
53902,17055,53902,Rcan3,chr4
735285,17056,735285,Mir700,chr4
74552,17057,74552,Nipal3,chr4
78806,17058,78806,Stpg1,chr4
230824,17059,230824,Grhl3,chr4
73937,17060,73937,1700029M20Rik,chr4
242700,17061,242700,Ifnlr1,chr4
230828,17062,230828,Il22ra1,chr4
242702,17063,242702,Myom3,chr4
14105,17064,14105,Srsf10,chr4
52830,17065,52830,Pnrc2,chr4
12802,17066,12802,Cnr2,chr4
71665,17067,71665,Fuca1,chr4
15356,17068,15356,Hmgcl,chr4
74246,17069,74246,Gale,chr4
26394,17070,26394,Lypla2,chr4
66193,17071,66193,Pithd1,chr4
27224,17072,27224,Eloa,chr4
67025,17073,67025,Rpl11,chr4
15903,17074,15903,Id3,chr4
242705,17075,242705,E2f2,chr4
230837,17076,230837,Asap3,chr4
21401,17077,21401,Tcea3,chr4
22704,17078,22704,Zfp46,chr4
74326,17079,74326,Hnrnpr,chr4
100503101,17080,100503101,Gm17388,NA
15552,17081,15552,Htr1d,chr4
320133,17082,320133,6030445D17Rik,NA
269593,17083,269593,Luzp1,chr4
99982,17084,99982,Kdm1a,chr4
67663,17085,67663,Tex46,chr4
242707,17086,242707,Lactbl1,chr4
13844,17087,13844,Ephb2,chr4
100862132,17088,100862132,NA,NA
12260,17089,12260,C1qb,chr4
12262,17090,12262,C1qc,chr4
12259,17091,12259,C1qa,chr4
13842,17092,13842,Epha8,chr4
230848,17093,230848,Zbtb40,chr4
100503595,17094,100503595,Gm13003,chr4
22417,17095,22417,Wnt4,chr4
12540,17096,12540,Cdc42,chr4
242711,17097,242711,Cela3a,chr4
67868,17098,67868,Cela3b,chr4
69380,17099,69380,1700013G24Rik,chr4
15530,17100,15530,Hspg2,chr4
435811,17101,435811,Ldlrad2,chr4
170707,17102,170707,Usp48,chr4
110351,17103,110351,Rap1gap,chr4
100862140,17104,100862140,NA,NA
11647,17105,11647,Alpl,chr4
230857,17106,230857,Ece1,chr4
100503664,17107,100503664,NA,NA
230861,17108,230861,Eif4g3,chr4
15441,17109,15441,Hp1bp3,chr4
230863,17110,230863,Sh2d5,chr4
16559,17111,16559,Kif17,chr4
13200,17112,13200,Ddost,chr4
68943,17113,68943,Pink1,chr4
72269,17114,72269,Cda,chr4
625638,17115,625638,Fam43b,chr4
68350,17116,68350,Mul1,chr4
66259,17117,66259,Camk2n1,chr4
75718,17118,75718,Vwa5b1,chr4
212190,17119,212190,Ubxn10,chr4
18781,17120,18781,Pla2g2c,chr4
26971,17121,26971,Pla2g2f,chr4
18782,17122,18782,Pla2g2d,chr4
18784,17123,18784,Pla2g5,chr4
18780,17124,18780,Pla2g2a,chr4
26970,17125,26970,Pla2g2e,chr4
73162,17126,73162,Otud3,chr4
66825,17127,66825,Rnf186,chr4
